instructor_1,instructor_2,course_url
Alex Roediger,Corey D'Augustine,https://www.coursera.org/learn/painting
Jan DeNofrio,Kavitha Ramchandran,https://www.coursera.org/learn/palliative-care-always-capstone-course
Amos Bailey,Kelly Arora,https://www.coursera.org/learn/palliative-care-capstone-project
Amos Bailey,Maurice Scott,https://www.coursera.org/learn/palliative-care-capstone-project
Amos Bailey,Nancy Robertson,https://www.coursera.org/learn/palliative-care-capstone-project
Amos Bailey,Regina Fink,https://www.coursera.org/learn/palliative-care-capstone-project
Kelly Arora,Maurice Scott,https://www.coursera.org/learn/palliative-care-capstone-project
Kelly Arora,Nancy Robertson,https://www.coursera.org/learn/palliative-care-capstone-project
Kelly Arora,Regina Fink,https://www.coursera.org/learn/palliative-care-capstone-project
Maurice Scott,Nancy Robertson,https://www.coursera.org/learn/palliative-care-capstone-project
Maurice Scott,Regina Fink,https://www.coursera.org/learn/palliative-care-capstone-project
Nancy Robertson,Regina Fink,https://www.coursera.org/learn/palliative-care-capstone-project
Andrew D. Hilton,Genevieve M. Lipp,https://www.coursera.org/learn/pandas-data-science
Andrew D. Hilton,Kyle Bradbury,https://www.coursera.org/learn/pandas-data-science
Andrew D. Hilton,Nick Eubank,https://www.coursera.org/learn/pandas-data-science
Genevieve M. Lipp,Kyle Bradbury,https://www.coursera.org/learn/pandas-data-science
Genevieve M. Lipp,Nick Eubank,https://www.coursera.org/learn/pandas-data-science
Kyle Bradbury,Nick Eubank,https://www.coursera.org/learn/pandas-data-science
Alicia Ãlvarez,Emilia Cruz,https://www.coursera.org/learn/pap
Alicia Ãlvarez,Ingeborg Porcar,https://www.coursera.org/learn/pap
Emilia Cruz,Ingeborg Porcar,https://www.coursera.org/learn/pap
"Franklin Mosha, Ph.D.","John A. Bartlett, M.D.",https://www.coursera.org/learn/parasitology
"Franklin Mosha, Ph.D.","Mramba Nyindo, Ph.D.",https://www.coursera.org/learn/parasitology
"John A. Bartlett, M.D.","Mramba Nyindo, Ph.D.",https://www.coursera.org/learn/parasitology
Dianne Rudo,M. Olivier FrÃ©mond,https://www.coursera.org/learn/partenariats-public-prive
Anna Sfyrla,Martin Pohl,https://www.coursera.org/learn/particle-physics
Claus BÃ¸ttcher JÃ¸rgensen,Federico De Masi,https://www.coursera.org/learn/patenting-bio-ipr
Claus BÃ¸ttcher JÃ¸rgensen,Finn Valentin,https://www.coursera.org/learn/patenting-bio-ipr
Claus BÃ¸ttcher JÃ¸rgensen,Karin Beukel,https://www.coursera.org/learn/patenting-bio-ipr
Claus BÃ¸ttcher JÃ¸rgensen,Peter Ulvskov,https://www.coursera.org/learn/patenting-bio-ipr
Federico De Masi,Finn Valentin,https://www.coursera.org/learn/patenting-bio-ipr
Federico De Masi,Karin Beukel,https://www.coursera.org/learn/patenting-bio-ipr
Federico De Masi,Peter Ulvskov,https://www.coursera.org/learn/patenting-bio-ipr
Finn Valentin,Karin Beukel,https://www.coursera.org/learn/patenting-bio-ipr
Finn Valentin,Peter Ulvskov,https://www.coursera.org/learn/patenting-bio-ipr
Karin Beukel,Peter Ulvskov,https://www.coursera.org/learn/patenting-bio-ipr
Anna Birna Almarsdottir,Lotte Stig Norgaard,https://www.coursera.org/learn/patient-perspectives-on-medications
Anna Birna Almarsdottir,Sofia KÃ¤lvemark Sporrong,https://www.coursera.org/learn/patient-perspectives-on-medications
Lotte Stig Norgaard,Sofia KÃ¤lvemark Sporrong,https://www.coursera.org/learn/patient-perspectives-on-medications
Anne Gerd Granaas,Katja Taxis,https://www.coursera.org/learn/patient-perspectives-on-medications-qualitative-interviews
Anne Gerd Granaas,Lourdes Cantarero,https://www.coursera.org/learn/patient-perspectives-on-medications-qualitative-interviews
Anne Gerd Granaas,Susanne Kaae,https://www.coursera.org/learn/patient-perspectives-on-medications-qualitative-interviews
Katja Taxis,Lourdes Cantarero,https://www.coursera.org/learn/patient-perspectives-on-medications-qualitative-interviews
Katja Taxis,Susanne Kaae,https://www.coursera.org/learn/patient-perspectives-on-medications-qualitative-interviews
Lourdes Cantarero,Susanne Kaae,https://www.coursera.org/learn/patient-perspectives-on-medications-qualitative-interviews
Juliana Bueno-Soler,Walter Carnielli,https://www.coursera.org/learn/pensamento-critico-argumentacao
Camilo Antonio Roncancio Camacho,Juanita Bernal Alvarado,https://www.coursera.org/learn/pensamiento-sistemico-en-el-siglo-xxi
Camilo Antonio Roncancio Camacho,Luis Arturo PinzÃ³n Salcedo,https://www.coursera.org/learn/pensamiento-sistemico-en-el-siglo-xxi
Juanita Bernal Alvarado,Luis Arturo PinzÃ³n Salcedo,https://www.coursera.org/learn/pensamiento-sistemico-en-el-siglo-xxi
Brad Gilpin,Emily Wong,https://www.coursera.org/learn/perfect-tenses-modals
Brad Gilpin,Tamy Chapman,https://www.coursera.org/learn/perfect-tenses-modals
Emily Wong,Tamy Chapman,https://www.coursera.org/learn/perfect-tenses-modals
Dr. Walter MartÃ­n Arellano Torres,John Mill Ackerman Rose,https://www.coursera.org/learn/periodismo-digital
Cheri Alexander,Marcus Collins,https://www.coursera.org/learn/personal-branding-success
Julian Jenkins,Starweaver,https://www.coursera.org/learn/personal-productivity-time-management-and-prioritization
Saedis Saevarsdottir,Sisse Rye Ostrowski,https://www.coursera.org/learn/personalised-medicine-from-a-nordic-perspective
Hernani VillaseÃ±or RamÃ­rez,Jorge David GarcÃ­a,https://www.coursera.org/learn/perspectivas-musica-colaborativa
Greg Burke,Yago De la Cierva,https://www.coursera.org/learn/persuasive-communication-iese
"Alan P. Brown, PhD, DABT","Douglas S. Auld, PhD",https://www.coursera.org/learn/pharmacokinetics
"Alan P. Brown, PhD, DABT","Erland Stevens, PhD",https://www.coursera.org/learn/pharmacokinetics
"Alan P. Brown, PhD, DABT","Sabine Guth, PhD",https://www.coursera.org/learn/pharmacokinetics
"Alan P. Brown, PhD, DABT","Stephanie Dodd, MSc.",https://www.coursera.org/learn/pharmacokinetics
"Alan P. Brown, PhD, DABT","Sujal Deshmukh, PhD",https://www.coursera.org/learn/pharmacokinetics
"Alan P. Brown, PhD, DABT","Thomas M. Smith, PhD",https://www.coursera.org/learn/pharmacokinetics
"Alan P. Brown, PhD, DABT","W. Ross Tracey, PhD",https://www.coursera.org/learn/pharmacokinetics
"Douglas S. Auld, PhD","Erland Stevens, PhD",https://www.coursera.org/learn/pharmacokinetics
"Douglas S. Auld, PhD","Sabine Guth, PhD",https://www.coursera.org/learn/pharmacokinetics
"Douglas S. Auld, PhD","Stephanie Dodd, MSc.",https://www.coursera.org/learn/pharmacokinetics
"Douglas S. Auld, PhD","Sujal Deshmukh, PhD",https://www.coursera.org/learn/pharmacokinetics
"Douglas S. Auld, PhD","Thomas M. Smith, PhD",https://www.coursera.org/learn/pharmacokinetics
"Douglas S. Auld, PhD","W. Ross Tracey, PhD",https://www.coursera.org/learn/pharmacokinetics
"Erland Stevens, PhD","Sabine Guth, PhD",https://www.coursera.org/learn/pharmacokinetics
"Erland Stevens, PhD","Stephanie Dodd, MSc.",https://www.coursera.org/learn/pharmacokinetics
"Erland Stevens, PhD","Sujal Deshmukh, PhD",https://www.coursera.org/learn/pharmacokinetics
"Erland Stevens, PhD","Thomas M. Smith, PhD",https://www.coursera.org/learn/pharmacokinetics
"Erland Stevens, PhD","W. Ross Tracey, PhD",https://www.coursera.org/learn/pharmacokinetics
"Sabine Guth, PhD","Stephanie Dodd, MSc.",https://www.coursera.org/learn/pharmacokinetics
"Sabine Guth, PhD","Sujal Deshmukh, PhD",https://www.coursera.org/learn/pharmacokinetics
"Sabine Guth, PhD","Thomas M. Smith, PhD",https://www.coursera.org/learn/pharmacokinetics
"Sabine Guth, PhD","W. Ross Tracey, PhD",https://www.coursera.org/learn/pharmacokinetics
"Stephanie Dodd, MSc.","Sujal Deshmukh, PhD",https://www.coursera.org/learn/pharmacokinetics
"Stephanie Dodd, MSc.","Thomas M. Smith, PhD",https://www.coursera.org/learn/pharmacokinetics
"Stephanie Dodd, MSc.","W. Ross Tracey, PhD",https://www.coursera.org/learn/pharmacokinetics
"Sujal Deshmukh, PhD","Thomas M. Smith, PhD",https://www.coursera.org/learn/pharmacokinetics
"Sujal Deshmukh, PhD","W. Ross Tracey, PhD",https://www.coursera.org/learn/pharmacokinetics
"Thomas M. Smith, PhD","W. Ross Tracey, PhD",https://www.coursera.org/learn/pharmacokinetics
Anne-Claire Pache,Arthur Gautier,https://www.coursera.org/learn/philanthropie
Dr.  Dave Ward,Dr. Alasdair Richmond,https://www.coursera.org/learn/philosophy
Dr.  Dave Ward,Dr. Allan Hazlett,https://www.coursera.org/learn/philosophy
Dr.  Dave Ward,Dr. Matthew Chrisman,https://www.coursera.org/learn/philosophy
Dr.  Dave Ward,Dr. Suilin Lavelle,https://www.coursera.org/learn/philosophy
Dr.  Dave Ward,Elinor Mason,https://www.coursera.org/learn/philosophy
Dr.  Dave Ward,Guy Fletcher,https://www.coursera.org/learn/philosophy
Dr.  Dave Ward,Professor Duncan Pritchard,https://www.coursera.org/learn/philosophy
Dr.  Dave Ward,Professor Michela Massimi,https://www.coursera.org/learn/philosophy
Dr. Alasdair Richmond,Dr. Allan Hazlett,https://www.coursera.org/learn/philosophy
Dr. Alasdair Richmond,Dr. Matthew Chrisman,https://www.coursera.org/learn/philosophy
Dr. Alasdair Richmond,Dr. Suilin Lavelle,https://www.coursera.org/learn/philosophy
Dr. Alasdair Richmond,Elinor Mason,https://www.coursera.org/learn/philosophy
Dr. Alasdair Richmond,Guy Fletcher,https://www.coursera.org/learn/philosophy
Dr. Alasdair Richmond,Professor Duncan Pritchard,https://www.coursera.org/learn/philosophy
Dr. Alasdair Richmond,Professor Michela Massimi,https://www.coursera.org/learn/philosophy
Dr. Allan Hazlett,Dr. Matthew Chrisman,https://www.coursera.org/learn/philosophy
Dr. Allan Hazlett,Dr. Suilin Lavelle,https://www.coursera.org/learn/philosophy
Dr. Allan Hazlett,Elinor Mason,https://www.coursera.org/learn/philosophy
Dr. Allan Hazlett,Guy Fletcher,https://www.coursera.org/learn/philosophy
Dr. Allan Hazlett,Professor Duncan Pritchard,https://www.coursera.org/learn/philosophy
Dr. Allan Hazlett,Professor Michela Massimi,https://www.coursera.org/learn/philosophy
Dr. Matthew Chrisman,Dr. Suilin Lavelle,https://www.coursera.org/learn/philosophy
Dr. Matthew Chrisman,Elinor Mason,https://www.coursera.org/learn/philosophy
Dr. Matthew Chrisman,Guy Fletcher,https://www.coursera.org/learn/philosophy
Dr. Matthew Chrisman,Professor Duncan Pritchard,https://www.coursera.org/learn/philosophy
Dr. Matthew Chrisman,Professor Michela Massimi,https://www.coursera.org/learn/philosophy
Dr. Suilin Lavelle,Elinor Mason,https://www.coursera.org/learn/philosophy
Dr. Suilin Lavelle,Guy Fletcher,https://www.coursera.org/learn/philosophy
Dr. Suilin Lavelle,Professor Duncan Pritchard,https://www.coursera.org/learn/philosophy
Dr. Suilin Lavelle,Professor Michela Massimi,https://www.coursera.org/learn/philosophy
Elinor Mason,Guy Fletcher,https://www.coursera.org/learn/philosophy
Elinor Mason,Professor Duncan Pritchard,https://www.coursera.org/learn/philosophy
Elinor Mason,Professor Michela Massimi,https://www.coursera.org/learn/philosophy
Guy Fletcher,Professor Duncan Pritchard,https://www.coursera.org/learn/philosophy
Guy Fletcher,Professor Michela Massimi,https://www.coursera.org/learn/philosophy
Professor Duncan Pritchard,Professor Michela Massimi,https://www.coursera.org/learn/philosophy
Dr David Carmel,Dr Kenny Smith,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr David Carmel,Dr Mark Sprevak,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr David Carmel,Dr Peggy Series,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr David Carmel,Dr. Alasdair Richmond,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr David Carmel,Dr. Suilin Lavelle,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr David Carmel,Professor Andy Clark,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr David Carmel,Professor Barbara Webb,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr David Carmel,Professor Duncan Pritchard,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr David Carmel,Professor John Peacock,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr David Carmel,Professor Michela Massimi,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr Kenny Smith,Dr Mark Sprevak,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr Kenny Smith,Dr Peggy Series,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr Kenny Smith,Dr. Alasdair Richmond,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr Kenny Smith,Dr. Suilin Lavelle,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr Kenny Smith,Professor Andy Clark,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr Kenny Smith,Professor Barbara Webb,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr Kenny Smith,Professor Duncan Pritchard,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr Kenny Smith,Professor John Peacock,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr Kenny Smith,Professor Michela Massimi,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr Mark Sprevak,Dr Peggy Series,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr Mark Sprevak,Dr. Alasdair Richmond,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr Mark Sprevak,Dr. Suilin Lavelle,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr Mark Sprevak,Professor Andy Clark,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr Mark Sprevak,Professor Barbara Webb,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr Mark Sprevak,Professor Duncan Pritchard,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr Mark Sprevak,Professor John Peacock,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr Mark Sprevak,Professor Michela Massimi,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr Peggy Series,Dr. Alasdair Richmond,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr Peggy Series,Dr. Suilin Lavelle,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr Peggy Series,Professor Andy Clark,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr Peggy Series,Professor Barbara Webb,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr Peggy Series,Professor Duncan Pritchard,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr Peggy Series,Professor John Peacock,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr Peggy Series,Professor Michela Massimi,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr. Alasdair Richmond,Dr. Suilin Lavelle,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr. Alasdair Richmond,Professor Andy Clark,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr. Alasdair Richmond,Professor Barbara Webb,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr. Alasdair Richmond,Professor Duncan Pritchard,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr. Alasdair Richmond,Professor John Peacock,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr. Alasdair Richmond,Professor Michela Massimi,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr. Suilin Lavelle,Professor Andy Clark,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr. Suilin Lavelle,Professor Barbara Webb,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr. Suilin Lavelle,Professor Duncan Pritchard,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr. Suilin Lavelle,Professor John Peacock,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr. Suilin Lavelle,Professor Michela Massimi,https://www.coursera.org/learn/philosophy-cognitive-sciences
Professor Andy Clark,Professor Barbara Webb,https://www.coursera.org/learn/philosophy-cognitive-sciences
Professor Andy Clark,Professor Duncan Pritchard,https://www.coursera.org/learn/philosophy-cognitive-sciences
Professor Andy Clark,Professor John Peacock,https://www.coursera.org/learn/philosophy-cognitive-sciences
Professor Andy Clark,Professor Michela Massimi,https://www.coursera.org/learn/philosophy-cognitive-sciences
Professor Barbara Webb,Professor Duncan Pritchard,https://www.coursera.org/learn/philosophy-cognitive-sciences
Professor Barbara Webb,Professor John Peacock,https://www.coursera.org/learn/philosophy-cognitive-sciences
Professor Barbara Webb,Professor Michela Massimi,https://www.coursera.org/learn/philosophy-cognitive-sciences
Professor Duncan Pritchard,Professor John Peacock,https://www.coursera.org/learn/philosophy-cognitive-sciences
Professor Duncan Pritchard,Professor Michela Massimi,https://www.coursera.org/learn/philosophy-cognitive-sciences
Professor John Peacock,Professor Michela Massimi,https://www.coursera.org/learn/philosophy-cognitive-sciences
Dr David Carmel,Dr Kenny Smith,https://www.coursera.org/learn/philosophy-physical-sciences
Dr David Carmel,Dr Louise Connelly,https://www.coursera.org/learn/philosophy-physical-sciences
Dr David Carmel,Dr Mark Sprevak,https://www.coursera.org/learn/philosophy-physical-sciences
Dr David Carmel,Dr Peggy Series,https://www.coursera.org/learn/philosophy-physical-sciences
Dr David Carmel,Dr. Alasdair Richmond,https://www.coursera.org/learn/philosophy-physical-sciences
Dr David Carmel,Dr. Suilin Lavelle,https://www.coursera.org/learn/philosophy-physical-sciences
Dr David Carmel,Professor Andy Clark,https://www.coursera.org/learn/philosophy-physical-sciences
Dr David Carmel,Professor Barbara Webb,https://www.coursera.org/learn/philosophy-physical-sciences
Dr David Carmel,Professor Duncan Pritchard,https://www.coursera.org/learn/philosophy-physical-sciences
Dr David Carmel,Professor John Peacock,https://www.coursera.org/learn/philosophy-physical-sciences
Dr David Carmel,Professor Michela Massimi,https://www.coursera.org/learn/philosophy-physical-sciences
Dr Kenny Smith,Dr Louise Connelly,https://www.coursera.org/learn/philosophy-physical-sciences
Dr Kenny Smith,Dr Mark Sprevak,https://www.coursera.org/learn/philosophy-physical-sciences
Dr Kenny Smith,Dr Peggy Series,https://www.coursera.org/learn/philosophy-physical-sciences
Dr Kenny Smith,Dr. Alasdair Richmond,https://www.coursera.org/learn/philosophy-physical-sciences
Dr Kenny Smith,Dr. Suilin Lavelle,https://www.coursera.org/learn/philosophy-physical-sciences
Dr Kenny Smith,Professor Andy Clark,https://www.coursera.org/learn/philosophy-physical-sciences
Dr Kenny Smith,Professor Barbara Webb,https://www.coursera.org/learn/philosophy-physical-sciences
Dr Kenny Smith,Professor Duncan Pritchard,https://www.coursera.org/learn/philosophy-physical-sciences
Dr Kenny Smith,Professor John Peacock,https://www.coursera.org/learn/philosophy-physical-sciences
Dr Kenny Smith,Professor Michela Massimi,https://www.coursera.org/learn/philosophy-physical-sciences
Dr Louise Connelly,Dr Mark Sprevak,https://www.coursera.org/learn/philosophy-physical-sciences
Dr Louise Connelly,Dr Peggy Series,https://www.coursera.org/learn/philosophy-physical-sciences
Dr Louise Connelly,Dr. Alasdair Richmond,https://www.coursera.org/learn/philosophy-physical-sciences
Dr Louise Connelly,Dr. Suilin Lavelle,https://www.coursera.org/learn/philosophy-physical-sciences
Dr Louise Connelly,Professor Andy Clark,https://www.coursera.org/learn/philosophy-physical-sciences
Dr Louise Connelly,Professor Barbara Webb,https://www.coursera.org/learn/philosophy-physical-sciences
Dr Louise Connelly,Professor Duncan Pritchard,https://www.coursera.org/learn/philosophy-physical-sciences
Dr Louise Connelly,Professor John Peacock,https://www.coursera.org/learn/philosophy-physical-sciences
Dr Louise Connelly,Professor Michela Massimi,https://www.coursera.org/learn/philosophy-physical-sciences
Dr Mark Sprevak,Dr Peggy Series,https://www.coursera.org/learn/philosophy-physical-sciences
Dr Mark Sprevak,Dr. Alasdair Richmond,https://www.coursera.org/learn/philosophy-physical-sciences
Dr Mark Sprevak,Dr. Suilin Lavelle,https://www.coursera.org/learn/philosophy-physical-sciences
Dr Mark Sprevak,Professor Andy Clark,https://www.coursera.org/learn/philosophy-physical-sciences
Dr Mark Sprevak,Professor Barbara Webb,https://www.coursera.org/learn/philosophy-physical-sciences
Dr Mark Sprevak,Professor Duncan Pritchard,https://www.coursera.org/learn/philosophy-physical-sciences
Dr Mark Sprevak,Professor John Peacock,https://www.coursera.org/learn/philosophy-physical-sciences
Dr Mark Sprevak,Professor Michela Massimi,https://www.coursera.org/learn/philosophy-physical-sciences
Dr Peggy Series,Dr. Alasdair Richmond,https://www.coursera.org/learn/philosophy-physical-sciences
Dr Peggy Series,Dr. Suilin Lavelle,https://www.coursera.org/learn/philosophy-physical-sciences
Dr Peggy Series,Professor Andy Clark,https://www.coursera.org/learn/philosophy-physical-sciences
Dr Peggy Series,Professor Barbara Webb,https://www.coursera.org/learn/philosophy-physical-sciences
Dr Peggy Series,Professor Duncan Pritchard,https://www.coursera.org/learn/philosophy-physical-sciences
Dr Peggy Series,Professor John Peacock,https://www.coursera.org/learn/philosophy-physical-sciences
Dr Peggy Series,Professor Michela Massimi,https://www.coursera.org/learn/philosophy-physical-sciences
Dr. Alasdair Richmond,Dr. Suilin Lavelle,https://www.coursera.org/learn/philosophy-physical-sciences
Dr. Alasdair Richmond,Professor Andy Clark,https://www.coursera.org/learn/philosophy-physical-sciences
Dr. Alasdair Richmond,Professor Barbara Webb,https://www.coursera.org/learn/philosophy-physical-sciences
Dr. Alasdair Richmond,Professor Duncan Pritchard,https://www.coursera.org/learn/philosophy-physical-sciences
Dr. Alasdair Richmond,Professor John Peacock,https://www.coursera.org/learn/philosophy-physical-sciences
Dr. Alasdair Richmond,Professor Michela Massimi,https://www.coursera.org/learn/philosophy-physical-sciences
Dr. Suilin Lavelle,Professor Andy Clark,https://www.coursera.org/learn/philosophy-physical-sciences
Dr. Suilin Lavelle,Professor Barbara Webb,https://www.coursera.org/learn/philosophy-physical-sciences
Dr. Suilin Lavelle,Professor Duncan Pritchard,https://www.coursera.org/learn/philosophy-physical-sciences
Dr. Suilin Lavelle,Professor John Peacock,https://www.coursera.org/learn/philosophy-physical-sciences
Dr. Suilin Lavelle,Professor Michela Massimi,https://www.coursera.org/learn/philosophy-physical-sciences
Professor Andy Clark,Professor Barbara Webb,https://www.coursera.org/learn/philosophy-physical-sciences
Professor Andy Clark,Professor Duncan Pritchard,https://www.coursera.org/learn/philosophy-physical-sciences
Professor Andy Clark,Professor John Peacock,https://www.coursera.org/learn/philosophy-physical-sciences
Professor Andy Clark,Professor Michela Massimi,https://www.coursera.org/learn/philosophy-physical-sciences
Professor Barbara Webb,Professor Duncan Pritchard,https://www.coursera.org/learn/philosophy-physical-sciences
Professor Barbara Webb,Professor John Peacock,https://www.coursera.org/learn/philosophy-physical-sciences
Professor Barbara Webb,Professor Michela Massimi,https://www.coursera.org/learn/philosophy-physical-sciences
Professor Duncan Pritchard,Professor John Peacock,https://www.coursera.org/learn/philosophy-physical-sciences
Professor Duncan Pritchard,Professor Michela Massimi,https://www.coursera.org/learn/philosophy-physical-sciences
Professor John Peacock,Professor Michela Massimi,https://www.coursera.org/learn/philosophy-physical-sciences
Dr J Adam Carter,Dr Orestis Palermos,https://www.coursera.org/learn/philosophy-science-religion-1
Dr J Adam Carter,Professor Duncan Pritchard,https://www.coursera.org/learn/philosophy-science-religion-1
Dr J Adam Carter,Professor Mark Harris,https://www.coursera.org/learn/philosophy-science-religion-1
Dr Orestis Palermos,Professor Duncan Pritchard,https://www.coursera.org/learn/philosophy-science-religion-1
Dr Orestis Palermos,Professor Mark Harris,https://www.coursera.org/learn/philosophy-science-religion-1
Professor Duncan Pritchard,Professor Mark Harris,https://www.coursera.org/learn/philosophy-science-religion-1
Dr J Adam Carter,Dr Mog Stapleton,https://www.coursera.org/learn/philosophy-science-religion-2
Dr J Adam Carter,Dr Orestis Palermos,https://www.coursera.org/learn/philosophy-science-religion-2
Dr J Adam Carter,Professor Duncan Pritchard,https://www.coursera.org/learn/philosophy-science-religion-2
Dr J Adam Carter,Professor Mark Harris,https://www.coursera.org/learn/philosophy-science-religion-2
Dr Mog Stapleton,Dr Orestis Palermos,https://www.coursera.org/learn/philosophy-science-religion-2
Dr Mog Stapleton,Professor Duncan Pritchard,https://www.coursera.org/learn/philosophy-science-religion-2
Dr Mog Stapleton,Professor Mark Harris,https://www.coursera.org/learn/philosophy-science-religion-2
Dr Orestis Palermos,Professor Duncan Pritchard,https://www.coursera.org/learn/philosophy-science-religion-2
Dr Orestis Palermos,Professor Mark Harris,https://www.coursera.org/learn/philosophy-science-religion-2
Professor Duncan Pritchard,Professor Mark Harris,https://www.coursera.org/learn/philosophy-science-religion-2
Dr J Adam Carter,Dr Mog Stapleton,https://www.coursera.org/learn/philosophy-science-religion-3
Dr J Adam Carter,Dr Orestis Palermos,https://www.coursera.org/learn/philosophy-science-religion-3
Dr J Adam Carter,Professor Duncan Pritchard,https://www.coursera.org/learn/philosophy-science-religion-3
Dr J Adam Carter,Professor Mark Harris,https://www.coursera.org/learn/philosophy-science-religion-3
Dr Mog Stapleton,Dr Orestis Palermos,https://www.coursera.org/learn/philosophy-science-religion-3
Dr Mog Stapleton,Professor Duncan Pritchard,https://www.coursera.org/learn/philosophy-science-religion-3
Dr Mog Stapleton,Professor Mark Harris,https://www.coursera.org/learn/philosophy-science-religion-3
Dr Orestis Palermos,Professor Duncan Pritchard,https://www.coursera.org/learn/philosophy-science-religion-3
Dr Orestis Palermos,Professor Mark Harris,https://www.coursera.org/learn/philosophy-science-religion-3
Professor Duncan Pritchard,Professor Mark Harris,https://www.coursera.org/learn/philosophy-science-religion-3
Mark Valentine Sullivan,Peter Glendinning,https://www.coursera.org/learn/photo-composition
Lucy Gallun,Sarah Meister,https://www.coursera.org/learn/photography
Mark Valentine Sullivan,Peter Glendinning,https://www.coursera.org/learn/photography-project
Mark Valentine Sullivan,Peter Glendinning,https://www.coursera.org/learn/photography-techniques
Erik Johnson,Pr. Bernard Drevillon,https://www.coursera.org/learn/photovoltaic-solar-energy
Rasmus Nielsen,Sune Thorsteinsson,https://www.coursera.org/learn/photovoltaic-systems
"Jonathan Agger, MRSC","Michael W. Anderson, FRSC",https://www.coursera.org/learn/physical-chemistry
"Jonathan Agger, MRSC","Patrick J O'Malley, D.Sc",https://www.coursera.org/learn/physical-chemistry
"Michael W. Anderson, FRSC","Patrick J O'Malley, D.Sc",https://www.coursera.org/learn/physical-chemistry
Cris LaPierre,Matt Rich,https://www.coursera.org/learn/physical-modeling-with-simscape
Cris LaPierre,Mehdi Alemi,https://www.coursera.org/learn/physical-modeling-with-simscape
Matt Rich,Mehdi Alemi,https://www.coursera.org/learn/physical-modeling-with-simscape
"Brenda Mori, BScPT, MSc, PhD","Dina Brooks, PhD, PT",https://www.coursera.org/learn/physical-therapy-exercise
"Brenda Mori, BScPT, MSc, PhD","Euson Yeung, PhD, PT",https://www.coursera.org/learn/physical-therapy-exercise
"Dina Brooks, PhD, PT","Euson Yeung, PhD, PT",https://www.coursera.org/learn/physical-therapy-exercise
Erik Johnson,Pr. Bernard Drevillon,https://www.coursera.org/learn/physics-silicon-solar-cells
Emma Jakoi,Jennifer Carbrey,https://www.coursera.org/learn/physiology
Nicolas Arnaud,Olivier Drapier,https://www.coursera.org/learn/physique-2-infinis-et-nous
Nicolas Arnaud,Philippe Schune,https://www.coursera.org/learn/physique-2-infinis-et-nous
Nicolas Arnaud,SÃ©bastien Descotes-Genon,https://www.coursera.org/learn/physique-2-infinis-et-nous
Olivier Drapier,Philippe Schune,https://www.coursera.org/learn/physique-2-infinis-et-nous
Olivier Drapier,SÃ©bastien Descotes-Genon,https://www.coursera.org/learn/physique-2-infinis-et-nous
Philippe Schune,SÃ©bastien Descotes-Genon,https://www.coursera.org/learn/physique-2-infinis-et-nous
